Time	Population
5.06	21.5443
5.07	21.5443
5.08	21.5443
5.09	21.5443
5.1	21.5443
5.11	21.5443
5.12	21.5443
5.13	21.5443
5.14	21.5443
5.15	21.5443
5.16	21.5443
5.17	21.5443
5.18	21.5443
5.19	21.5443
5.2	21.5443
5.21	21.5443
5.22	21.5443
5.23	21.5443
5.24	21.5443
5.25	21.5443
5.26	21.5443
5.27	21.5443
5.28	21.5443
5.29	21.5443
5.3	21.5443
5.31	21.5443
5.32	21.5443
5.33	21.5443
5.34	21.5443
5.35	21.5443
5.36	21.5443
5.37	21.5443
5.38	21.5443
5.39	21.5443
5.4	21.5443
5.41	21.5443
5.42	21.5443
5.43	21.5443
5.44	21.5443
5.45	21.5443
5.46	21.5443
5.47	21.5443
5.48	21.5443
5.49	21.5443
5.5	21.5443
5.51	21.5443
5.52	21.5443
5.53	21.5443
5.54	21.5443
5.55	21.5443
5.56	21.5443
5.57	21.5443
5.58	21.5443
5.59	21.5443
5.6	21.5443
5.61	21.5443
5.62	21.5443
5.63	21.5443
5.64	21.5443
5.65	21.5443
5.66	21.5443
5.67	21.5443
5.68	21.5443
5.69	21.5443
5.7	21.5443
5.71	21.5443
5.72	21.5443
5.73	21.5443
5.74	21.5443
5.75	21.5443
5.76	21.5443
5.77	21.5443
5.78	21.5443
5.79	21.5443
5.8	21.5443
5.81	21.5443
5.82	21.5443
5.83	21.5443
5.84	21.5443
5.85	21.5443
5.86	21.5443
5.87	21.5443
5.88	21.5443
5.89	21.5443
5.9	21.5443
5.91	21.5443
5.92	21.5443
5.93	21.5443
5.94	21.5443
5.95	21.5443
5.96	21.5443
5.97	21.5443
5.98	21.5443
5.99	21.5443
6	21.5443
6.01	21.5443
6.02	21.5443
6.03	21.5443
6.04	21.5443
6.05	21.5443
6.06	21.5443
6.07	21.5443
6.08	21.5443
6.09	21.5443
6.1	21.5443
6.11	21.5443
6.12	21.5443
6.13	21.5443
6.14	21.5443
6.15	21.5443
6.16	21.5443
6.17	21.5443
6.18	21.5443
6.19	21.5443
6.2	21.5443
6.21	21.5443
6.22	21.5443
6.23	21.5443
6.24	21.5443
6.25	21.5443
6.26	21.5443
6.27	21.5443
6.28	21.5443
6.29	21.5443
6.3	21.5443
6.31	21.5443
6.32	21.5443
6.33	21.5443
6.34	21.5443
6.35	21.5443
6.36	21.5443
6.37	21.5443
6.38	21.5443
6.39	21.5443
6.4	21.5443
6.41	21.5443
6.42	21.5443
6.43	21.5443
6.44	21.5443
6.45	21.5443
6.46	21.5443
6.47	21.5443
6.48	21.5443
6.49	21.5443
6.5	21.5443
6.51	21.5443
6.52	21.5443
6.53	21.5443
6.54	21.5443
6.55	21.5443
6.56	21.5443
6.57	21.5443
6.58	21.5443
6.59	21.5443
6.6	21.5443
6.61	21.5443
6.62	21.5443
6.63	21.5443
6.64	21.5443
6.65	21.5443
6.66	21.5443
6.67	21.5443
6.68	21.5443
6.69	21.5443
6.7	21.5443
6.71	21.5443
6.72	21.5443
6.73	21.5443
6.74	21.5443
6.75	21.5443
6.76	21.5443
6.77	21.5443
6.78	21.5443
6.79	21.5443
6.8	21.5443
6.81	21.5443
6.82	21.5443
6.83	21.5443
6.84	21.5443
6.85	21.5443
6.86	21.5443
6.87	21.5443
6.88	21.5443
6.89	21.5443
6.9	21.5443
6.91	21.5443
6.92	21.5443
6.93	21.5443
6.94	21.5443
6.95	21.5443
6.96	21.5443
6.97	21.5443
6.98	21.5443
6.99	21.5443
7	21.5443
7.01	21.5443
7.02	21.5443
7.03	21.5443
7.04	21.5443
7.05	21.5443
7.06	21.5443
7.07	21.5443
7.08	21.5443
7.09	21.5443
7.1	21.5443
7.11	21.5443
7.12	21.5443
7.13	21.5443
7.14	21.5443
7.15	21.5443
7.16	21.5443
7.17	21.5443
7.18	21.5443
7.19	21.5443
7.2	21.5443
7.21	21.5443
7.22	21.5443
7.23	21.5443
7.24	21.5443
7.25	21.5443
7.26	21.5443
7.27	21.5443
7.28	21.5443
7.29	21.5443
7.3	21.5443
7.31	21.5443
7.32	21.5443
7.33	21.5443
7.34	21.5443
7.35	21.5443
7.36	21.5443
7.37	21.5443
7.38	21.5443
7.39	21.5443
7.4	21.5443
7.41	21.5443
7.42	21.5443
7.43	21.5443
7.44	21.5443
7.45	21.5443
7.46	21.5443
7.47	21.5443
7.48	21.5443
7.49	21.5443
7.5	21.5443
7.51	21.5443
7.52	21.5443
7.53	21.5443
7.54	21.5443
7.55	21.5443
7.56	21.5443
7.57	21.5443
7.58	21.5443
7.59	21.5443
7.6	21.5443
7.61	21.5443
7.62	21.5443
7.63	21.5443
7.64	21.5443
7.65	21.5443
7.66	21.5443
7.67	21.5443
7.68	21.5443
7.69	21.5443
7.7	21.5443
7.71	21.5443
7.72	21.5443
7.73	21.5443
7.74	21.5443
7.75	21.5443
7.76	21.5443
7.77	21.5443
7.78	21.5443
7.79	21.5443
7.8	21.5443
7.81	21.5443
7.82	21.5443
7.83	21.5443
7.84	21.5443
7.85	21.5443
7.86	21.5443
7.87	21.5443
7.88	21.5443
7.89	21.5443
7.9	21.5443
7.91	21.5443
7.92	21.5443
7.93	21.5443
7.94	21.5443
7.95	21.5443
7.96	21.5443
7.97	21.5443
7.98	21.5443
7.99	21.5443
8	21.5443
8.01	21.5443
8.02	21.5443
8.03	21.5443
8.04	21.5443
8.05	21.5443
8.06	21.5443
8.07	21.5443
8.08	21.5443
8.09	21.5443
8.1	21.5443
8.11	21.5443
8.12	21.5443
8.13	21.5443
8.14	21.5443
8.15	21.5443
8.16	21.5443
8.17	21.5443
8.18	21.5443
8.19	21.5443
8.2	21.5443
8.21	21.5443
8.22	21.5443
8.23	21.5443
8.24	21.5443
8.25	21.5443
8.26	21.5443
8.27	21.5443
8.28	21.5443
8.29	21.5443
8.3	21.5443
8.31	21.5443
8.32	21.5443
8.33	21.5443
8.34	21.5443
8.35	21.5443
8.36	21.5443
8.37	21.5443
8.38	21.5443
8.39	21.5443
8.4	21.5443
8.41	21.5443
8.42	21.5443
8.43	21.5443
8.44	21.5443
8.45	21.5443
8.46	21.5443
8.47	21.5443
8.48	21.5443
8.49	21.5443
8.5	21.5443
8.51	21.5443
8.52	21.5443
8.53	21.5443
8.54	21.5443
8.55	21.5443
8.56	21.5443
8.57	21.5443
8.58	21.5443
8.59	21.5443
8.6	21.5443
8.61	21.5443
8.62	21.5443
8.63	21.5443
8.64	21.5443
8.65	21.5443
8.66	21.5443
8.67	21.5443
8.68	21.5443
8.69	21.5443
8.7	21.5443
8.71	21.5443
8.72	21.5443
8.73	21.5443
8.74	21.5443
8.75	21.5443
8.76	21.5443
8.77	21.5443
8.78	21.5443
8.79	21.5443
8.8	21.5443
8.81	21.5443
8.82	21.5443
8.83	21.5443
8.84	21.5443
8.85	21.5443
8.86	21.5443
8.87	21.5443
8.88	21.5443
8.89	21.5443
8.9	21.5443
8.91	21.5443
8.92	21.5443
8.93	21.5443
8.94	21.5443
8.95	21.5443
8.96	21.5443
8.97	21.5443
8.98	21.5443
8.99	21.5443
9	21.5443
9.01	21.5443
9.02	21.5443
9.03	21.5443
9.04	21.5443
9.05	21.5443
9.06	21.5443
9.07	21.5443
9.08	21.5443
9.09	21.5443
9.1	21.5443
9.11	21.5443
9.12	21.5443
9.13	21.5443
9.14	21.5443
9.15	21.5443
9.16	21.5443
9.17	21.5443
9.18	21.5443
9.19	21.5443
9.2	21.5443
9.21	21.5443
9.22	21.5443
9.23	21.5443
9.24	21.5443
9.25	21.5443
9.26	21.5443
9.27	21.5443
9.28	21.5443
9.29	21.5443
9.3	21.5443
9.31	21.5443
9.32	21.5443
9.33	21.5443
9.34	21.5443
9.35	21.5443
9.36	21.5443
9.37	21.5443
9.38	21.5443
9.39	21.5443
9.4	21.5443
9.41	21.5443
9.42	21.5443
9.43	21.5443
9.44	21.5443
9.45	21.5443
9.46	21.5443
9.47	21.5443
9.48	21.5443
9.49	21.5443
9.5	21.5443
9.51	21.5443
9.52	21.5443
9.53	21.5443
9.54	21.5443
9.55	21.5443
9.56	21.5443
9.57	21.5443
9.58	21.5443
9.59	21.5443
9.6	21.5443
9.61	21.5443
9.62	21.5443
9.63	21.5443
9.64	21.5443
9.65	21.5443
9.66	21.5443
9.67	21.5443
9.68	21.5443
9.69	21.5443
9.7	21.5443
9.71	21.5443
9.72	21.5443
9.73	21.5443
9.74	21.5443
9.75	21.5443
9.76	21.5443
9.77	21.5443
9.78	21.5443
9.79	21.5443
9.8	21.5443
9.81	21.5443
9.82	21.5443
9.83	21.5443
9.84	21.5443
9.85	21.5443
9.86	21.5443
9.87	21.5443
9.88	21.5443
9.89	21.5443
9.9	21.5443
9.91	21.5443
9.92	21.5443
9.93	21.5443
9.94	21.5443
9.95	21.5443
9.96	21.5443
9.97	21.5443
9.98	21.5443
9.99	21.5443
10	21.5443
